unit,apartment,age,gender,nationality,remainingstay_days,lengthofstay_days,extraversion,agreeableness,conscientiousness,emotional_stability,openness,sleep_schedule,noise_sensitivity,cleanliness,cleanliness_2,cooking_at_home,guests_over,smoking,alcohol,vibe,chores,conflict,flatmatefactors_priority,compatibility_importance,compatibility_overallrating,compat_dailyroutines,compat_tidiness,compat_noise,compat_interaction,compat_conflict,compat_relaxedness,sleep_schedule_num,noise_sensitivity_num,cleanliness_num,cleanliness_2_num,cooking_at_home_num,guests_over_num,smoking_num,alcohol_num,vibe_num,chores_num,conflict_num,compatibility_importance_num,compatibility_overallrating_num,compat_dailyroutines_num,compat_tidiness_num,compat_noise_num,compat_interaction_num,compat_conflict_num,compat_relaxedness_num,occupation,apartmentsize
PXE.15.4,PXE.15,21.0,male,Spain,248,127,3.5,3.5,3.5,3.0,3.0,22:00-00:00,Neutral,Extremely important,Most of the time,Several times per week,Several times per week,Non-smoker,Rarely,Mostly private,Do them when asked,Try to solve problems through discussion,Respect for boundaries,Slightly,Very compatible,Agree,Agree,Strongly agree,Agree,Disagree,Strongly agree,2.0,3,5,4,4,5,0,2,2,2,3.0,2,4,4,4,5,4,2,5,Student,4
PXE.16.1,PXE.16,23.0,male,Italy,309,55,3.0,3.5,3.0,3.0,2.5,22:00-00:00,Somewhat insensitive,Extremely important,Sometimes,Rarely,Rarely,Smoker,Often,Balanced,Take responsibility for most,"Be direct, even if uncomfortable",Reliability in shared spaces,Moderately,Not at all compatible,Neither agree nor disagree,Strongly agree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,2.0,2,5,2,2,2,1,4,3,5,4.0,3,1,3,5,5,3,3,5,Employed,3
PXE.16.3,PXE.16,23.0,male,Myanmar,248,127,4.0,3.0,2.0,4.0,2.5,After 02:00,Somewhat sensitive,Very important,Rarely,Several times per week,Several times per week,Non-smoker,Sometimes,Social & lively,Avoid them,Try to solve problems through discussion,Reliability in shared spaces,Slightly,Very compatible,Strongly agree,Agree,Strongly agree,Strongly agree,Neither agree nor disagree,Agree,4.0,4,4,1,4,5,0,3,4,1,3.0,2,4,5,4,5,5,3,4,Student,3
PXE.16.2,PXE.16,28.0,unknown,Myanmar,248,127,3.0,2.5,3.0,4.5,2.5,22:00-00:00,Somewhat insensitive,Extremely important,Sometimes,Several times per week,Several times per week,Non-smoker,Often,Balanced,Do them when asked,"Be direct, even if uncomfortable",Respect for boundaries,Very,Slightly compatible,Agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,2.0,2,5,2,4,5,0,4,3,2,4.0,4,2,4,5,1,1,1,5,Student,3
PXE.17.1,PXE.17,25.0,unknown,Albania,156,208,2.5,2.0,4.0,3.0,3.0,After 02:00,Somewhat insensitive,Moderately important,Most of the time,Rarely,Once per week,Non-smoker,Often,Quiet & private,Do them when asked,Try to solve problems through discussion,Reliability in shared spaces,Slightly,Slightly compatible,Strongly agree,Strongly agree,Agree,Neither agree nor disagree,Strongly agree,Disagree,4.0,2,3,4,2,4,0,4,1,2,3.0,2,2,5,5,4,3,5,2,Employed,2
PXE.17.2,PXE.17,24.0,male,Taiwan,248,116,4.0,2.5,3.0,3.5,3.0,00:00-02:00,Very sensitive,Very important,Rarely,Never,Never,Non-smoker,Sometimes,Very social,Do them when asked,Try to solve problems through discussion,Not important / flexible,Not at all,Slightly compatible,Disagree,Agree,Agree,Strongly disagree,Neither agree nor disagree,Neither agree nor disagree,3.0,5,4,1,1,1,0,3,5,2,3.0,1,2,2,4,4,1,3,3,Student,2
PXE.18.2,PXE.18,28.0,female,India,248,116,2.5,2.5,3.0,2.5,3.0,00:00-02:00,Neutral,Very important,Sometimes,Once per week,Rarely,Non-smoker,Often,Balanced,Do my fair share,Compromise quickly,Respect for boundaries,Extremely,Slightly compatible,Agree,Neither agree nor disagree,Agree,Strongly agree,Agree,Strongly agree,3.0,3,4,2,3,2,0,4,3,3,2.0,5,2,4,3,4,5,4,5,Employed,2
PXE.18.1,PXE.18,36.0,male,India,248,147,3.5,2.5,4.0,2.5,2.5,22:00-00:00,Neutral,Extremely important,Rarely,Several times per week,Once per week,Non-smoker,Very often,Balanced,Do them when asked,"Be direct, even if uncomfortable",Similar daily routines,Very,Moderately compatible,Agree,Strongly agree,Disagree,Agree,Agree,Strongly agree,2.0,3,5,1,4,4,0,5,3,2,4.0,4,3,4,5,2,4,4,5,Job-seeking,2
PXE.19.3,PXE.19,33.0,female,Turkey,156,208,2.5,3.0,2.5,2.5,3.5,After 02:00,Somewhat sensitive,Extremely important,Most of the time,Several times per week,Several times per week,Non-smoker,Sometimes,Mostly private,Do my fair share,Try to solve problems through discussion,Shared interests / personality fit,Very,Not at all compatible,Neither agree nor disagree,Agree,Agree,Agree,Neither agree nor disagree,Disagree,4.0,4,5,4,4,5,0,3,2,3,3.0,4,1,3,4,4,4,3,2,Student,4
PXE.19.1,PXE.19,22.0,male,France,279,96,2.5,2.0,2.5,2.5,3.0,22:00-00:00,Neutral,Very important,Rarely,Once per week,Rarely,Non-smoker,Often,Mostly private,Take responsibility for most,Avoid confrontation,Not important / flexible,Not at all,Slightly compatible,Neither agree nor disagree,Strongly disagree,Neither agree nor disagree,Strongly agree,Agree,Agree,2.0,3,4,1,3,2,0,4,2,5,1.0,1,2,3,1,3,5,4,4,Student,4
PXE.19.2,PXE.19,25.0,male,Germany,340,24,3.0,3.0,3.0,3.5,4.5,After 02:00,Neutral,Moderately important,Rarely,Several times per week,Rarely,Non-smoker,Never,Quiet & private,Take responsibility for most,"Be direct, even if uncomfortable",Being social and engaging,Slightly,Slightly compatible,Neither agree nor disagree,Agree,Strongly agree,Agree,Neither agree nor disagree,Agree,4.0,3,3,1,4,2,0,1,1,5,4.0,2,2,3,4,5,4,3,4,Employed,4
PXE.19.4,PXE.19,23.0,male,Bosnia and Herzegovina,156,208,2.5,3.5,2.5,3.5,3.0,22:00-00:00,Somewhat sensitive,Moderately important,Always,Once per week,Rarely,Smoker,Sometimes,Mostly private,Do them when asked,Compromise quickly,Similar daily routines,Very,Extremely compatible,Neither agree nor disagree,Agree,Strongly disagree,Strongly disagree,Neither agree nor disagree,Agree,2.0,4,3,5,3,2,1,3,2,2,2.0,4,5,3,4,1,1,3,4,Employed,4
PXE.20.1,PXE.20,30.0,male,Turkey,36,130,3.0,3.5,4.0,2.5,3.0,00:00-02:00,Neutral,Very important,Most of the time,Every day,Once per week,Non-smoker,Sometimes,Social & lively,Do my fair share,"Be direct, even if uncomfortable",Shared interests / personality fit,Slightly,Moderately compatible,Agree,Strongly disagree,Strongly disagree,Neither agree nor disagree,Strongly agree,Disagree,3.0,3,4,4,5,4,0,3,4,3,4.0,2,3,4,1,1,3,5,2,Job-seeking,4
PXE.20.2,PXE.20,25.0,male,Austria,36,238,4.0,4.0,3.0,3.5,2.0,22:00-00:00,Somewhat sensitive,Very important,Rarely,Once per week,A few times per month,Smoker,Often,Balanced,Often take initiative,Avoid confrontation,Reliability in shared spaces,Slightly,Slightly compatible,Neither agree nor disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Agree,2.0,4,4,1,3,3,1,4,3,4,1.0,2,2,3,4,3,3,4,4,Student,4
PXE.20.4,PXE.20,21.0,unknown,Germany,126,238,3.5,3.5,3.0,3.5,2.5,00:00-02:00,Neutral,Extremely important,Rarely,Several times per week,Once per week,Non-smoker,Never,Mostly private,Do them when asked,"Be direct, even if uncomfortable",Respect for boundaries,Very,Moderately compatible,Strongly agree,Neither agree nor disagree,Strongly disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,3.0,3,5,1,4,4,0,1,2,2,4.0,4,3,5,3,1,4,3,3,Student,4
PXE.20.3,PXE.20,25.0,male,Serbia,36,55,2.5,3.5,3.5,4.0,3.0,22:00-00:00,Somewhat sensitive,Very important,Often,Once per week,Never,Smoker,Sometimes,Mostly private,Do my fair share,Try to solve problems through discussion,Shared interests / personality fit,Moderately,Moderately compatible,Agree,Neither agree nor disagree,Neither agree nor disagree,Agree,Agree,Disagree,2.0,4,4,3,3,1,1,3,2,3,3.0,3,3,4,3,3,4,4,2,Student,4
PXE.21.2,PXE.21,19.0,male,Egypt,309,55,4.5,4.5,4.0,3.5,2.5,22:00-00:00,Neutral,Extremely important,Most of the time,Every day,Rarely,Smoker,Often,Balanced,Do them when asked,"Be direct, even if uncomfortable",Respect for boundaries,Extremely,Slightly compatible,Disagree,Agree,Disagree,Neither agree nor disagree,Agree,Agree,2.0,3,5,4,5,2,1,4,3,2,4.0,5,2,2,4,2,3,4,4,Student,2
PXE.21.1,PXE.21,38.0,male,Germany,95,269,2.5,4.0,3.0,3.0,4.0,22:00-00:00,Somewhat insensitive,Very important,Most of the time,Every day,Rarely,Non-smoker,Sometimes,Quiet & private,Avoid them,Try to solve problems through discussion,Reliability in shared spaces,Moderately,Moderately compatible,Neither agree nor disagree,Strongly agree,Disagree,Neither agree nor disagree,Strongly disagree,Strongly agree,2.0,2,4,4,5,2,0,3,1,1,3.0,3,3,3,5,2,3,1,5,Employed,2
PXE.22.1,PXE.22,27.0,female,Italy,217,147,3.0,2.5,3.0,3.5,3.0,00:00-02:00,Somewhat insensitive,Extremely important,Sometimes,Once per week,Once per week,Non-smoker,Sometimes,Quiet & private,Take responsibility for most,Try to solve problems through discussion,Shared interests / personality fit,Very,Very compatible,Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,3.0,2,5,2,3,4,0,3,1,5,3.0,4,4,4,3,4,3,4,3,Student,1
PXE.23.3,PXE.23,24.0,unknown,Unknown,126,238,2.5,3.5,4.0,2.0,1.5,After 02:00,Very sensitive,Slightly important,Sometimes,Once per week,A few times per month,Non-smoker,Never,Social & lively,Do my fair share,Try to solve problems through discussion,Reliability in shared spaces,Slightly,Moderately compatible,Disagree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,4.0,5,2,2,3,3,0,1,4,3,3.0,2,3,2,3,5,3,5,3,Unknown,4
PXE.23.1,PXE.23,19.0,male,Egypt,279,85,3.5,3.5,2.5,2.5,4.0,After 02:00,Somewhat insensitive,Extremely important,Rarely,Every day,A few times per month,Non-smoker,Rarely,Social & lively,Often take initiative,Try to solve problems through discussion,Not important / flexible,Not at all,Slightly compatible,Disagree,Strongly agree,Disagree,Disagree,Agree,Agree,4.0,2,5,1,5,3,0,2,4,4,3.0,1,2,2,5,2,2,4,4,Student,4
PXE.23.4,PXE.23,20.0,female,Ecuador,370,24,2.5,2.0,2.5,2.0,2.5,After 02:00,Somewhat sensitive,Very important,Rarely,Rarely,Never,Non-smoker,Rarely,Balanced,Do them when asked,Try to solve problems through discussion,Respect for boundaries,Very,Moderately compatible,Agree,Strongly agree,Agree,Agree,Strongly agree,Disagree,4.0,4,4,1,2,1,0,2,3,2,3.0,4,3,4,5,4,4,5,2,Apprentice / Trainee,4
PXE.24.1,PXE.24,19.0,unknown,India,217,168,3.5,2.0,2.5,4.0,3.5,00:00-02:00,Neutral,Extremely important,Rarely,Never,Several times per week,Non-smoker,Never,Social & lively,Do them when asked,Try to solve problems through discussion,Similar daily routines,Moderately,Moderately compatible,Agree,Strongly disagree,Strongly disagree,Agree,Agree,Agree,3.0,3,5,1,1,5,0,1,4,2,3.0,3,3,4,1,1,4,4,4,Student,3
PXE.24.2,PXE.24,29.0,unknown,India,340,36,2.5,2.5,3.5,3.0,3.5,22:00-00:00,Somewhat insensitive,Extremely important,Sometimes,Never,Rarely,Non-smoker,Rarely,Quiet & private,Avoid them,Try to solve problems through discussion,Similar daily routines,Very,Slightly compatible,Strongly agree,Strongly agree,Neither agree nor disagree,Strongly agree,Strongly agree,Agree,2.0,2,5,2,1,2,0,2,1,1,3.0,4,2,5,5,3,5,5,4,Employed,3
PXE.24.3,PXE.24,23.0,male,Germany,309,76,3.0,3.0,3.0,3.5,3.0,22:00-00:00,Neutral,Moderately important,Sometimes,Once per week,Several times per week,Smoker,Often,Social & lively,Do my fair share,Compromise quickly,Similar daily routines,Not at all,Slightly compatible,Strongly disagree,Strongly agree,Neither agree nor disagree,Disagree,Strongly agree,Neither agree nor disagree,2.0,3,3,2,3,5,1,4,4,3,2.0,1,2,1,5,3,2,5,3,Student,3
PXE.25.4,PXE.25,24.0,male,Unknown,309,55,2.5,2.0,3.0,2.5,3.0,00:00-02:00,Neutral,Very important,Sometimes,Never,Never,Non-smoker,Rarely,Social & lively,Do my fair share,Try to solve problems through discussion,Similar daily routines,Slightly,Moderately compatible,Agree,Strongly disagree,Agree,Disagree,Neither agree nor disagree,Neither agree nor disagree,3.0,3,4,2,1,1,0,2,4,3,3.0,2,3,4,1,4,2,3,3,Unknown,6
PXE.25.6,PXE.25,21.0,unknown,Cambodia,309,55,3.5,3.0,2.0,3.0,2.5,After 02:00,Neutral,Very important,Often,Once per week,Never,Non-smoker,Rarely,Balanced,Do my fair share,Try to solve problems through discussion,Similar daily routines,Slightly,Very compatible,Neither agree nor disagree,Agree,Neither agree nor disagree,Neither agree nor disagree,Disagree,Strongly agree,4.0,3,4,3,3,1,0,2,3,3,3.0,2,4,3,4,3,3,2,5,Student,6
PXE.25.5,PXE.25,26.0,male,Turkey,309,55,4.0,3.0,3.5,2.5,3.5,00:00-02:00,Somewhat sensitive,Moderately important,Most of the time,Once per week,A few times per month,Non-smoker,Rarely,Quiet & private,Often take initiative,Compromise quickly,Being social and engaging,Slightly,Slightly compatible,Neither agree nor disagree,Agree,Strongly agree,Agree,Strongly agree,Agree,3.0,4,3,4,3,3,0,2,1,4,2.0,2,2,3,4,5,4,5,4,Student,6
PXE.25.3,PXE.25,28.0,unknown,Cambodia,340,41,3.0,3.0,3.0,3.5,3.0,22:00-00:00,Neutral,Extremely important,Rarely,Once per week,A few times per month,Non-smoker,Rarely,Quiet & private,Do them when asked,Try to solve problems through discussion,Similar daily routines,Slightly,Slightly compatible,Agree,Strongly disagree,Agree,Agree,Strongly agree,Agree,2.0,3,5,1,3,3,0,2,1,2,3.0,2,2,4,1,4,4,5,4,Job-seeking,6
PXE.25.2,PXE.25,24.0,unknown,Unknown,126,238,2.5,3.0,4.0,2.5,4.0,00:00-02:00,Somewhat insensitive,Extremely important,Sometimes,Never,A few times per month,Non-smoker,Never,Mostly private,Do my fair share,Try to solve problems through discussion,Similar daily routines,Moderately,Slightly compatible,Neither agree nor disagree,Agree,Neither agree nor disagree,Agree,Neither agree nor disagree,Agree,3.0,2,5,2,1,3,0,1,2,3,3.0,3,2,3,4,3,4,3,4,Unknown,6
PXE.25.1,PXE.25,24.0,male,Germany,340,50,4.0,2.5,2.5,3.0,2.5,After 02:00,Somewhat sensitive,Very important,Most of the time,Several times per week,Never,Smoker,Sometimes,Social & lively,Do my fair share,"Be direct, even if uncomfortable",Being social and engaging,Slightly,Very compatible,Neither agree nor disagree,Strongly agree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Disagree,4.0,4,4,4,4,1,1,3,4,3,4.0,2,4,3,5,5,3,3,2,Employed,6
PXE.26.3,PXE.26,23.0,unknown,China,340,24,4.5,2.5,3.0,3.0,3.0,00:00-02:00,Neutral,Moderately important,Sometimes,Rarely,Once per week,Smoker,Often,Balanced,Do them when asked,Try to solve problems through discussion,Not important / flexible,Moderately,Not at all compatible,Agree,Agree,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Agree,3.0,3,3,2,2,4,1,4,3,2,3.0,3,1,4,4,3,3,5,4,Student,3
PXE.26.1,PXE.26,18.0,male,Germany,309,55,3.5,4.5,2.5,3.5,4.0,22:00-00:00,Somewhat insensitive,Very important,Always,Once per week,Once per week,Smoker,Rarely,Balanced,Take responsibility for most,Try to solve problems through discussion,Respect for boundaries,Moderately,Very compatible,Neither agree nor disagree,Agree,Strongly agree,Strongly agree,Disagree,Strongly agree,2.0,2,4,5,3,4,1,2,3,5,3.0,3,4,3,4,5,5,2,5,Student,3
PXE.26.2,PXE.26,44.0,female,India,309,70,2.5,2.5,3.0,3.0,3.0,00:00-02:00,Neutral,Very important,Often,Rarely,Never,Non-smoker,Rarely,Balanced,Do them when asked,Try to solve problems through discussion,Not important / flexible,Moderately,Moderately compatible,Strongly agree,Disagree,Strongly agree,Strongly disagree,Neither agree nor disagree,Neither agree nor disagree,3.0,3,4,3,2,1,0,2,3,2,3.0,3,3,5,2,5,1,3,3,Self-employed,3
PXF.01.2,PXF.01,19.0,female,South Africa,187,202,2.5,2.5,2.5,3.5,3.5,22:00-00:00,Somewhat sensitive,Extremely important,Rarely,Once per week,Several times per week,Non-smoker,Never,Very social,Often take initiative,Try to solve problems through discussion,Not important / flexible,Moderately,Slightly compatible,Agree,Neither agree nor disagree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Strongly disagree,2.0,4,5,1,3,5,0,1,5,4,3.0,3,2,4,3,5,3,3,1,Student,3
PXF.01.1,PXF.01,29.0,female,Greece,36,208,3.0,2.5,4.0,2.5,3.5,22:00-00:00,Somewhat sensitive,Very important,Sometimes,Once per week,A few times per month,Non-smoker,Rarely,Quiet & private,Often take initiative,Compromise quickly,Being social and engaging,Very,Not at all compatible,Agree,Agree,Neither agree nor disagree,Disagree,Disagree,Agree,2.0,4,4,2,3,3,0,2,1,4,2.0,4,1,4,4,3,2,2,4,Employed,3
PXF.01.3,PXF.01,35.0,female,Ukraine,217,147,3.0,3.5,4.0,2.5,3.5,22:00-00:00,Neutral,Very important,Sometimes,Every day,Once per week,Non-smoker,Rarely,Balanced,Do them when asked,"Be direct, even if uncomfortable",Not important / flexible,Not at all,Very compatible,Disagree,Strongly agree,Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,Disagree,2.0,3,4,2,5,4,0,2,3,2,4.0,1,4,2,5,3,3,3,2,Employed,3
PXF.02.3,PXF.02,24.0,male,Unknown,187,187,4.0,3.5,3.5,3.0,2.5,00:00-02:00,Somewhat insensitive,Very important,Often,Several times per week,Rarely,Non-smoker,Sometimes,Social & lively,Do them when asked,Try to solve problems through discussion,Shared interests / personality fit,Moderately,Slightly compatible,Agree,Neither agree nor disagree,Disagree,Strongly agree,Disagree,Strongly agree,3.0,2,4,3,4,2,0,3,4,2,3.0,3,2,4,3,2,5,2,5,Unknown,4
PXF.02.4,PXF.02,46.0,unknown,Eritrea,36,96,3.0,4.0,3.5,1.0,3.5,00:00-02:00,Somewhat sensitive,Moderately important,Sometimes,Several times per week,Never,Non-smoker,Sometimes,Quiet & private,Do my fair share,"Be direct, even if uncomfortable",Reliability in shared spaces,Very,Slightly compatible,Strongly disagree,Strongly agree,Neither agree nor disagree,Strongly disagree,Agree,Disagree,3.0,4,3,2,4,1,0,3,1,3,4.0,4,2,1,5,3,1,4,2,Employed,4
PXF.02.1,PXF.02,18.0,female,Japan,309,55,2.0,4.0,3.5,3.5,4.0,22:00-00:00,Somewhat sensitive,Extremely important,Rarely,Several times per week,A few times per month,Smoker,Never,Social & lively,Take responsibility for most,Compromise quickly,Shared interests / personality fit,Moderately,Extremely compatible,Agree,Neither agree nor disagree,Disagree,Agree,Strongly agree,Disagree,2.0,4,5,1,4,3,1,1,4,5,2.0,3,5,4,3,2,4,5,2,Student,4
PXF.02.2,PXF.02,27.0,unknown,Pakistan,36,328,3.0,3.0,3.0,1.5,3.0,00:00-02:00,Neutral,Slightly important,Sometimes,Rarely,A few times per month,Smoker,Sometimes,Mostly private,Take responsibility for most,Try to solve problems through discussion,Similar daily routines,Very,Very compatible,Strongly agree,Strongly agree,Disagree,Strongly agree,Strongly agree,Neither agree nor disagree,3.0,3,2,2,2,3,1,3,2,5,3.0,4,4,5,5,2,5,5,3,Employed,4
PXF.03.2,PXF.03,21.0,unknown,India,36,82,2.5,2.5,4.0,2.5,3.0,22:00-00:00,Neutral,Moderately important,Often,Several times per week,A few times per month,Non-smoker,Very often,Quiet & private,Take responsibility for most,Avoid confrontation,Reliability in shared spaces,Moderately,Moderately compatible,Disagree,Agree,Neither agree nor disagree,Agree,Disagree,Neither agree nor disagree,2.0,3,3,3,4,3,0,5,1,5,1.0,3,3,2,4,3,4,2,3,Student,4
PXF.03.4,PXF.03,21.0,female,Czechia,36,328,2.5,3.5,3.0,2.5,2.5,22:00-00:00,Somewhat sensitive,Extremely important,Most of the time,Several times per week,A few times per month,Non-smoker,Rarely,Balanced,Take responsibility for most,Compromise quickly,Not important / flexible,Very,Moderately compatible,Agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly disagree,2.0,4,5,4,4,3,0,2,3,5,2.0,4,3,4,5,4,5,5,1,Student,4
PXF.03.1,PXF.03,24.0,unknown,India,187,177,4.0,3.5,4.0,3.0,3.0,00:00-02:00,Neutral,Very important,Often,Rarely,A few times per month,Non-smoker,Rarely,Balanced,Take responsibility for most,"Be direct, even if uncomfortable",Reliability in shared spaces,Very,Not at all compatible,Strongly agree,Agree,Neither agree nor disagree,Strongly agree,Strongly disagree,Neither agree nor disagree,3.0,3,4,3,2,3,0,2,3,5,4.0,4,1,5,4,3,5,1,3,Student,4
PXF.03.3,PXF.03,22.0,male,Turkey,5,328,2.0,3.5,3.0,3.5,2.5,After 02:00,Somewhat sensitive,Extremely important,Rarely,Once per week,Several times per week,Smoker,Rarely,Social & lively,Take responsibility for most,Try to solve problems through discussion,Not important / flexible,Slightly,Extremely compatible,Agree,Strongly disagree,Neither agree nor disagree,Strongly agree,Disagree,Neither agree nor disagree,4.0,4,5,1,3,5,1,2,4,5,3.0,2,5,4,1,3,5,2,3,Student,4
PXF.04.3,PXF.04,26.0,female,Germany,36,297,3.5,4.0,3.5,3.0,4.0,22:00-00:00,Neutral,Very important,Rarely,Every day,A few times per month,Non-smoker,Rarely,Quiet & private,Take responsibility for most,Avoid confrontation,Shared interests / personality fit,Moderately,Moderately compatible,Neither agree nor disagree,Disagree,Disagree,Strongly disagree,Agree,Agree,2.0,3,4,1,5,3,0,2,1,5,1.0,3,3,3,2,2,1,4,4,Employed,4
PXF.04.1,PXF.04,22.0,unknown,China,36,89,4.0,2.5,3.0,3.5,3.5,22:00-00:00,Somewhat insensitive,Extremely important,Most of the time,Never,Several times per week,Non-smoker,Sometimes,Quiet & private,Take responsibility for most,Try to solve problems through discussion,Respect for boundaries,Moderately,Very compatible,Strongly agree,Agree,Agree,Strongly agree,Neither agree nor disagree,Strongly disagree,2.0,2,5,4,1,5,0,3,1,5,3.0,3,4,5,4,4,5,3,1,Student,4
